Município,Branca,Parda,Nome_UF,id,Vencedor
Alta Floresta D'Oeste (RO),0.424278451951459,0.502992784519515,Rondônia,1100015,Parda
Ariquemes (RO),0.371467785316613,0.52591674322335,Rondônia,1100023,Parda
Cabixi (RO),0.466972913036591,0.445588468240139,Rondônia,1100031,Branca
Cacoal (RO),0.43258584264515,0.480311553440069,Rondônia,1100049,Parda
Cerejeiras (RO),0.458511950202596,0.465323859298843,Rondônia,1100056,Parda
Colorado do Oeste (RO),0.412941746006132,0.502877736539186,Rondônia,1100064,Parda
Corumbiara (RO),0.376408971877491,0.52453603552317,Rondônia,1100072,Parda
Costa Marques (RO),0.321318906272847,0.579105132329288,Rondônia,1100080,Parda
Espigão D'Oeste (RO),0.455637161056772,0.457029482404539,Rondônia,1100098,Parda
Guajará-Mirim (RO),0.214134818513539,0.600393700787402,Rondônia,1100106,Parda
Jaru (RO),0.328718392462263,0.576098452071916,Rondônia,1100114,Parda
Ji-Paraná (RO),0.396183860732356,0.514046822742475,Rondônia,1100122,Parda
Machadinho D'Oeste (RO),0.319993576361008,0.592420105990043,Rondônia,1100130,Parda
Nova Brasilândia D'Oeste (RO),0.413857300996277,0.5112206903492,Rondônia,1100148,Parda
Ouro Preto do Oeste (RO),0.367960345918583,0.539100400759333,Rondônia,1100155,Parda
Pimenta Bueno (RO),0.399207616344391,0.521908816746496,Rondônia,1100189,Parda
Porto Velho (RO),0.290292007778159,0.617768378001723,Rondônia,1100205,Parda
Presidente Médici (RO),0.389219947130248,0.550114252430664,Rondônia,1100254,Parda
Rio Crespo (RO),0.42189384800965,0.50211097708082,Rondônia,1100262,Parda
Rolim de Moura (RO),0.408564997630706,0.514018322539883,Rondônia,1100288,Parda
Santa Luzia D'Oeste (RO),0.378685572811164,0.543101507990097,Rondônia,1100296,Parda
Vilhena (RO),0.45479121282906,0.472795989606572,Rondônia,1100304,Parda
São Miguel do Guaporé (RO),0.38569726956203,0.531885651456844,Rondônia,1100320,Parda
Nova Mamoré (RO),0.279960968686241,0.63940388538987,Rondônia,1100338,Parda
Alvorada D'Oeste (RO),0.367709013232065,0.550821812140272,Rondônia,1100346,Parda
Alto Alegre dos Parecis (RO),0.367275280898876,0.547752808988764,Rondônia,1100379,Parda
Alto Paraíso (RO),0.367435074409104,0.538138313393639,Rondônia,1100403,Parda
Buritis (RO),0.370780965321311,0.546212518914245,Rondônia,1100452,Parda
Novo Horizonte do Oeste (RO),0.41357421875,0.50146484375,Rondônia,1100502,Parda
Cacaulândia (RO),0.328451882845188,0.542189679218968,Rondônia,1100601,Parda
Campo Novo de Rondônia (RO),0.332096328464272,0.545203316225819,Rondônia,1100700,Parda
Candeias do Jamari (RO),0.24450174427423,0.677840133474898,Rondônia,1100809,Parda
Castanheiras (RO),0.395524475524475,0.541538461538462,Rondônia,1100908,Parda
Chupinguaia (RO),0.326707625587279,0.581737140103602,Rondônia,1100924,Parda
Cujubim (RO),0.305601110129936,0.591901097514823,Rondônia,1100940,Parda
Governador Jorge Teixeira (RO),0.333523592085236,0.586187214611872,Rondônia,1101005,Parda
Itapuã do Oeste (RO),0.265935092225076,0.645342049964978,Rondônia,1101104,Parda
Ministro Andreazza (RO),0.447353168469861,0.484640649149923,Rondônia,1101203,Parda
Mirante da Serra (RO),0.386597070213841,0.532244485603637,Rondônia,1101302,Parda
Monte Negro (RO),0.336597828401107,0.591512312823788,Rondônia,1101401,Parda
Nova União (RO),0.341919124516215,0.583744828506606,Rondônia,1101435,Parda
Parecis (RO),0.450935550935551,0.460914760914761,Rondônia,1101450,Parda
Pimenteiras do Oeste (RO),0.358099352051836,0.436285097192225,Rondônia,1101468,Parda
Primavera de Rondônia (RO),0.444097616345062,0.470204313280363,Rondônia,1101476,Parda
São Felipe D'Oeste (RO),0.418079096045198,0.493353273512795,Rondônia,1101484,Parda
São Francisco do Guaporé (RO),0.368693483005925,0.556283130651699,Rondônia,1101492,Parda
Seringueiras (RO),0.409149539943245,0.495915383953908,Rondônia,1101500,Parda
Teixeirópolis (RO),0.338788870703764,0.559738134206219,Rondônia,1101559,Parda
Theobroma (RO),0.335336651328763,0.586533946849469,Rondônia,1101609,Parda
Urupá (RO),0.371820564205334,0.532603668876214,Rondônia,1101708,Parda
Vale do Anari (RO),0.292625745950554,0.613917306052856,Rondônia,1101757,Parda
Vale do Paraíso (RO),0.338124238733252,0.593909866017052,Rondônia,1101807,Parda
Acrelândia (AC),0.265433083426384,0.68535651619078,Acre,1200013,Parda
Assis Brasil (AC),0.251646903820817,0.599967061923584,Acre,1200054,Parda
Brasiléia (AC),0.25441630058884,0.650621553416207,Acre,1200104,Parda
Bujari (AC),0.21119112265376,0.696257820800378,Acre,1200138,Parda
Capixaba (AC),0.164128210957036,0.780518299613549,Acre,1200179,Parda
Cruzeiro do Sul (AC),0.252537990242908,0.670220489892621,Acre,1200203,Parda
Epitaciolândia (AC),0.214304635761589,0.702913907284768,Acre,1200252,Parda
Feijó (AC),0.293533259286684,0.535573244477354,Acre,1200302,Parda
Jordão (AC),0.151132735289646,0.451877755815721,Acre,1200328,Parda
Mâncio Lima (AC),0.143561751940024,0.722346442193871,Acre,1200336,Parda
Manoel Urbano (AC),0.160631499812054,0.736248590402205,Acre,1200344,Parda
Marechal Thaumaturgo (AC),0.147536374499192,0.644689674562452,Acre,1200351,Parda
Plácido de Castro (AC),0.238305537799988,0.652856063687605,Acre,1200385,Parda
Porto Walter (AC),0.260026155187445,0.605928509154316,Acre,1200393,Parda
Rio Branco (AC),0.261173242546708,0.659928100801724,Acre,1200401,Parda
Rodrigues Alves (AC),0.210230036833692,0.736743345611231,Acre,1200427,Parda
Santa Rosa do Purus (AC),0.165423150714133,0.274994670645918,Acre,1200435,Parda
Senador Guiomard (AC),0.18425095396204,0.732147281827643,Acre,1200450,Parda
Sena Madureira (AC),0.169554813431855,0.725709327092482,Acre,1200500,Parda
Tarauacá (AC),0.225625175611127,0.640292216914864,Acre,1200609,Parda
Xapuri (AC),0.18519669380399,0.691193835063079,Acre,1200708,Parda
Porto Acre (AC),0.206586021505376,0.740322580645161,Acre,1200807,Parda
Alvarães (AM),0.13060760931289,0.736868256672345,Amazonas,1300029,Parda
Amaturá (AM),0.0440477447977184,0.629027146931446,Amazonas,1300060,Parda
Anamã (AM),0.0895829253965146,0.879283336596828,Amazonas,1300086,Parda
Anori (AM),0.146166574738003,0.820187534473249,Amazonas,1300102,Parda
Apuí (AM),0.362136946742933,0.535847170544788,Amazonas,1300144,Parda
Atalaia do Norte (AM),0.0908071009041114,0.484392529532106,Amazonas,1300201,Parda
Autazes (AM),0.195643379492765,0.52126964369068,Amazonas,1300300,Parda
Barcelos (AM),0.0984913290302512,0.528462555408663,Amazonas,1300409,Parda
Barreirinha (AM),0.0869310912081886,0.712520562968379,Amazonas,1300508,Parda
Benjamin Constant (AM),0.0875160875160875,0.578222741013439,Amazonas,1300607,Parda
Beruri (AM),0.0931809376210771,0.853738860906625,Amazonas,1300631,Parda
Boa Vista do Ramos (AM),0.0982041524801389,0.86975098471193,Amazonas,1300680,Parda
Boca do Acre (AM),0.254570383912249,0.639853747714808,Amazonas,1300706,Parda
Borba (AM),0.114470409885301,0.691799433654644,Amazonas,1300805,Parda
Caapiranga (AM),0.124738041002278,0.84,Amazonas,1300839,Parda
Canutama (AM),0.19445752865442,0.7703721149317,Amazonas,1300904,Parda
Carauari (AM),0.223869015286723,0.688251726546132,Amazonas,1301001,Parda
Careiro (AM),0.19496547931814,0.685922893627421,Amazonas,1301100,Parda
Careiro da Várzea (AM),0.163142498955286,0.743209360635186,Amazonas,1301159,Parda
Coari (AM),0.150650308040651,0.762110999947343,Amazonas,1301209,Parda
Codajás (AM),0.12871671119538,0.818021201413428,Amazonas,1301308,Parda
Eirunepé (AM),0.248263492581119,0.633001793575738,Amazonas,1301407,Parda
Envira (AM),0.266066838046273,0.659933896437752,Amazonas,1301506,Parda
Fonte Boa (AM),0.107639041065872,0.822851382740939,Amazonas,1301605,Parda
Guajará (AM),0.172892514670102,0.784886217260627,Amazonas,1301654,Parda
Humaitá (AM),0.214484364754562,0.686006285753047,Amazonas,1301704,Parda
Ipixuna (AM),0.297744225757167,0.553203918396693,Amazonas,1301803,Parda
Iranduba (AM),0.179667001790049,0.774061450185135,Amazonas,1301852,Parda
Itacoatiara (AM),0.188534973168429,0.77332504203229,Amazonas,1301902,Parda
Itamarati (AM),0.149166459318238,0.705523762129883,Amazonas,1301951,Parda
Itapiranga (AM),0.191694068931921,0.780538302277433,Amazonas,1302009,Parda
Japurá (AM),0.132951132951133,0.631449631449631,Amazonas,1302108,Parda
Juruá (AM),0.17867061655249,0.712923532679133,Amazonas,1302207,Parda
Jutaí (AM),0.122943530457981,0.712761227212094,Amazonas,1302306,Parda
Lábrea (AM),0.206705392429909,0.659107185485796,Amazonas,1302405,Parda
Manacapuru (AM),0.169413091225144,0.788515521311706,Amazonas,1302504,Parda
Manaquiri (AM),0.154466909346081,0.752774001140301,Amazonas,1302553,Parda
Manaus (AM),0.265920277911887,0.678318655279382,Amazonas,1302603,Parda
Manicoré (AM),0.240125911904205,0.657655741540294,Amazonas,1302702,Parda
Maraã (AM),0.118781378366043,0.766830214513921,Amazonas,1302801,Parda
Maués (AM),0.119323837966154,0.748372769737346,Amazonas,1302900,Parda
Nhamundá (AM),0.076047707626655,0.870500054710581,Amazonas,1303007,Parda
Nova Olinda do Norte (AM),0.130831378681261,0.798377638780297,Amazonas,1303106,Parda
Novo Airão (AM),0.121714324526251,0.770087618012633,Amazonas,1303205,Parda
Novo Aripuanã (AM),0.123583982098737,0.80909980886672,Amazonas,1303304,Parda
Parintins (AM),0.129526721746886,0.833681259984515,Amazonas,1303403,Parda
Pauini (AM),0.183034239788616,0.636408675547727,Amazonas,1303502,Parda
Presidente Figueiredo (AM),0.191646734130635,0.725409383624655,Amazonas,1303536,Parda
Rio Preto da Eva (AM),0.228896924452739,0.616820249620903,Amazonas,1303569,Parda
Santa Isabel do Rio Negro (AM),0.0447481538631103,0.302656232778574,Amazonas,1303601,Parda
Santo Antônio do Içá (AM),0.0742208243127323,0.636902087333034,Amazonas,1303700,Parda
São Gabriel da Cachoeira (AM),0.0580272324255858,0.149804728731265,Amazonas,1303809,Parda
São Paulo de Olivença (AM),0.0551206161288269,0.420787982941888,Amazonas,1303908,Parda
São Sebastião do Uatumã (AM),0.110509107893508,0.864175618869687,Amazonas,1303957,Parda
Silves (AM),0.1468498342018,0.840123164377073,Amazonas,1304005,Parda
Tabatinga (AM),0.120906029996939,0.565771349862259,Amazonas,1304062,Parda
Tapauá (AM),0.220317660009435,0.647428841012738,Amazonas,1304104,Parda
Tefé (AM),0.150114721819927,0.799895855369144,Amazonas,1304203,Parda
Tonantins (AM),0.0767609344809415,0.680543357339423,Amazonas,1304237,Parda
Uarini (AM),0.169371793793625,0.665965856530149,Amazonas,1304260,Parda
Urucará (AM),0.133380133380133,0.842576342576343,Amazonas,1304302,Parda
Urucurituba (AM),0.143185513258956,0.830128384818075,Amazonas,1304401,Parda
Amajari (RR),0.062613916586255,0.375361852685751,Roraima,1400027,Parda
Alto Alegre (RR),0.101228112840467,0.395428015564202,Roraima,1400050,Parda
Boa Vista (RR),0.247501872935814,0.649685381955802,Roraima,1400100,Parda
Bonfim (RR),0.0852599835511286,0.440738371561729,Roraima,1400159,Parda
Cantá (RR),0.138972809667674,0.67810386994677,Roraima,1400175,Parda
Caracaraí (RR),0.155016849657571,0.737960647896511,Roraima,1400209,Parda
Caroebe (RR),0.234286418535864,0.666255854079369,Roraima,1400233,Parda
Iracema (RR),0.180542778288868,0.5696872125115,Roraima,1400282,Parda
Mucajaí (RR),0.170835586803678,0.736005949161709,Roraima,1400308,Parda
Normandia (RR),0.0406040268456376,0.382214765100671,Roraima,1400407,Parda
Pacaraima (RR),0.115211348605387,0.300488833509058,Roraima,1400456,Parda
Rorainópolis (RR),0.1969191482351,0.687672474154619,Roraima,1400472,Parda
São João da Baliza (RR),0.221598463583986,0.621509824198552,Roraima,1400506,Parda
São Luiz (RR),0.296592592592593,0.576296296296296,Roraima,1400605,Parda
Uiramutã (RR),0.00859701492537313,0.0919402985074627,Roraima,1400704,Parda
Abaetetuba (PA),0.217406094968108,0.712324592487598,Pará,1500107,Parda
Abel Figueiredo (PA),0.244100294985251,0.638200589970501,Pará,1500131,Parda
Acará (PA),0.111725064869607,0.800836304579141,Pará,1500206,Parda
Afuá (PA),0.194794817647395,0.768848809999429,Pará,1500305,Parda
Água Azul do Norte (PA),0.270902342658738,0.618030889571776,Pará,1500347,Parda
Alenquer (PA),0.204879717250029,0.716660966062403,Pará,1500404,Parda
Almeirim (PA),0.17248765395371,0.74284524305349,Pará,1500503,Parda
Altamira (PA),0.255251072419884,0.605450416351249,Pará,1500602,Parda
Anajás (PA),0.197665495375419,0.705076941718163,Pará,1500701,Parda
Ananindeua (PA),0.245064388594384,0.671005851967677,Pará,1500800,Parda
Anapu (PA),0.228301611254442,0.636275130214672,Pará,1500859,Parda
Augusto Corrêa (PA),0.119218707558585,0.81919648369015,Pará,1500909,Parda
Aurora do Pará (PA),0.175167633541777,0.724327582309953,Pará,1500958,Parda
Aveiro (PA),0.126064735945486,0.698088207457884,Pará,1501006,Parda
Bagre (PA),0.183665772712035,0.712286288970835,Pará,1501105,Parda
Baião (PA),0.164334905916165,0.647172062252589,Pará,1501204,Parda
Bannach (PA),0.280093267269018,0.592247158262897,Pará,1501253,Parda
Barcarena (PA),0.193773220240539,0.739963348321133,Pará,1501303,Parda
Belém (PA),0.272725054331131,0.641916934374883,Pará,1501402,Parda
Belterra (PA),0.13010172815296,0.804816766760632,Pará,1501451,Parda
Benevides (PA),0.204332926758436,0.701283615031655,Pará,1501501,Parda
Bom Jesus do Tocantins (PA),0.206432213361224,0.652111387109426,Pará,1501576,Parda
Bonito (PA),0.184519442406456,0.748789435069699,Pará,1501600,Parda
Bragança (PA),0.13767034364595,0.807846185097194,Pará,1501709,Parda
Brasil Novo (PA),0.272211599745061,0.584639898024219,Pará,1501725,Parda
Brejo Grande do Araguaia (PA),0.193931939319393,0.719147191471915,Pará,1501758,Parda
Breu Branco (PA),0.185624749966662,0.740898786504867,Pará,1501782,Parda
Breves (PA),0.213331897480078,0.707118242515615,Pará,1501808,Parda
Bujaru (PA),0.125432963611598,0.756723097878965,Pará,1501907,Parda
Cachoeira do Piriá (PA),0.0980969642048029,0.840885062679354,Pará,1501956,Parda
Cachoeira do Arari (PA),0.109083793963704,0.774103605146016,Pará,1502004,Parda
Cametá (PA),0.218427408681842,0.711214597670725,Pará,1502103,Parda
Canaã dos Carajás (PA),0.262127564006588,0.648001197784099,Pará,1502152,Parda
Capanema (PA),0.263423372460284,0.689498577916058,Pará,1502202,Parda
Capitão Poço (PA),0.147380186152275,0.813616480064749,Pará,1502301,Parda
Castanhal (PA),0.247093543710908,0.688072122853727,Pará,1502400,Parda
Chaves (PA),0.108021899547727,0.809950011901928,Pará,1502509,Parda
Colares (PA),0.201300412968983,0.763289693348563,Pará,1502608,Parda
Conceição do Araguaia (PA),0.242948394319204,0.633382356169195,Pará,1502707,Parda
Concórdia do Pará (PA),0.14849730649277,0.772930252339098,Pará,1502756,Parda
Cumaru do Norte (PA),0.211351041467609,0.574431492451749,Pará,1502764,Parda
Curionópolis (PA),0.20909886264217,0.703193350831146,Pará,1502772,Parda
Curralinho (PA),0.135766576762759,0.823671582192021,Pará,1502806,Parda
Curuá (PA),0.185000816060062,0.751836135139546,Pará,1502855,Parda
Curuçá (PA),0.182568379308334,0.774916895083688,Pará,1502905,Parda
Dom Eliseu (PA),0.212533369707126,0.695181122001598,Pará,1502939,Parda
Eldorado do Carajás (PA),0.215283458126219,0.677090543006355,Pará,1502954,Parda
Faro (PA),0.174024703436468,0.788430964901553,Pará,1503002,Parda
Floresta do Araguaia (PA),0.259567762269248,0.628658262044124,Pará,1503044,Parda
Garrafão do Norte (PA),0.145202524566589,0.806223535991052,Pará,1503077,Parda
Goianésia do Pará (PA),0.248258641082928,0.652746747272966,Pará,1503093,Parda
Gurupá (PA),0.185018236872892,0.746782740348221,Pará,1503101,Parda
Igarapé-Açu (PA),0.205756959344609,0.7439184105665,Pará,1503200,Parda
Igarapé-Miri (PA),0.22862751175164,0.688120942886168,Pará,1503309,Parda
Inhangapi (PA),0.112284547175451,0.750323801932848,Pará,1503408,Parda
Ipixuna do Pará (PA),0.139955953146621,0.781188485450896,Pará,1503457,Parda
Irituia (PA),0.168345874250733,0.770883815839816,Pará,1503507,Parda
Itaituba (PA),0.22349296872596,0.651431384817372,Pará,1503606,Parda
Itupiranga (PA),0.21518937914877,0.67362358453729,Pará,1503705,Parda
Jacareacanga (PA),0.156633340424023,0.274267886265334,Pará,1503754,Parda
Jacundá (PA),0.24511292834891,0.668613707165109,Pará,1503804,Parda
Juruti (PA),0.134647241218197,0.811918616998683,Pará,1503903,Parda
Limoeiro do Ajuru (PA),0.204028615962591,0.754925862275688,Pará,1504000,Parda
Mãe do Rio (PA),0.217961582568807,0.716241399082569,Pará,1504059,Parda
Magalhães Barata (PA),0.216882316697474,0.761182994454714,Pará,1504109,Parda
Marabá (PA),0.209752381604512,0.698235943611822,Pará,1504208,Parda
Maracanã (PA),0.215463772201861,0.75711869185227,Pará,1504307,Parda
Marapanim (PA),0.216463070851344,0.754068784063146,Pará,1504406,Parda
Marituba (PA),0.222557877427341,0.687314080889825,Pará,1504422,Parda
Medicilândia (PA),0.240559133489461,0.627195550351288,Pará,1504455,Parda
Melgaço (PA),0.151201225411158,0.786601096420509,Pará,1504505,Parda
Mocajuba (PA),0.224308854887584,0.700086042422655,Pará,1504604,Parda
Moju (PA),0.163515096118141,0.728112771001742,Pará,1504703,Parda
Monte Alegre (PA),0.196278533049656,0.750694168980563,Pará,1504802,Parda
Muaná (PA),0.204449771956496,0.727400304058005,Pará,1504901,Parda
Nova Esperança do Piriá (PA),0.151403909117968,0.789413632304792,Pará,1504950,Parda
Nova Ipixuna (PA),0.189347900307272,0.716217138955275,Pará,1504976,Parda
Nova Timboteua (PA),0.198683247988296,0.7542062911485,Pará,1505007,Parda
Novo Progresso (PA),0.421668524120363,0.484795414742875,Pará,1505031,Parda
Novo Repartimento (PA),0.210330378726833,0.684222401289283,Pará,1505064,Parda
Óbidos (PA),0.195467536942817,0.710802100014189,Pará,1505106,Parda
Oeiras do Pará (PA),0.135792970799091,0.818604651162791,Pará,1505205,Parda
Oriximiná (PA),0.158040577125203,0.680192375067682,Pará,1505304,Parda
Ourém (PA),0.147323891852124,0.780332291091901,Pará,1505403,Parda
Ourilândia do Norte (PA),0.222997916590519,0.649438941481779,Pará,1505437,Parda
Pacajá (PA),0.174116411115836,0.699667325345807,Pará,1505486,Parda
Palestina do Pará (PA),0.178060200668896,0.727892976588629,Pará,1505494,Parda
Paragominas (PA),0.21042946666803,0.677393962318159,Pará,1505502,Parda
Parauapebas (PA),0.23267796345869,0.669581828105102,Pará,1505536,Parda
Pau D'Arco (PA),0.19923752693519,0.668158461793469,Pará,1505551,Parda
Peixe-Boi (PA),0.242296918767507,0.679908326967151,Pará,1505601,Parda
Piçarra (PA),0.210679688115303,0.678427975112231,Pará,1505635,Parda
Placas (PA),0.213670928386396,0.682669006434361,Pará,1505650,Parda
Ponta de Pedras (PA),0.180968498788415,0.75302896265241,Pará,1505700,Parda
Portel (PA),0.155639040098137,0.772483324388561,Pará,1505809,Parda
Porto de Moz (PA),0.130286252797738,0.785752149840971,Pará,1505908,Parda
Prainha (PA),0.126103104023987,0.848001635490136,Pará,1506005,Parda
Primavera (PA),0.219614335800545,0.726626412154266,Pará,1506104,Parda
Quatipuru (PA),0.259286117154137,0.695350898396584,Pará,1506112,Parda
Redenção (PA),0.264135210969347,0.636508020541056,Pará,1506138,Parda
Rio Maria (PA),0.300220376334972,0.581454483810815,Pará,1506161,Parda
Rondon do Pará (PA),0.221999829656758,0.695106890384124,Pará,1506187,Parda
Rurópolis (PA),0.216260040912039,0.712143890635134,Pará,1506195,Parda
Salinópolis (PA),0.168381390128537,0.803292269046792,Pará,1506203,Parda
Salvaterra (PA),0.130208591388793,0.735371352128028,Pará,1506302,Parda
Santa Bárbara do Pará (PA),0.158625517764424,0.759932326001984,Pará,1506351,Parda
Santa Cruz do Arari (PA),0.122624156958921,0.69319435928878,Pará,1506401,Parda
Santa Izabel do Pará (PA),0.183093598055105,0.729521204754187,Pará,1506500,Parda
Santa Luzia do Pará (PA),0.191824546952224,0.730848434925865,Pará,1506559,Parda
Santa Maria das Barreiras (PA),0.239102638614437,0.646576775543415,Pará,1506583,Parda
Santa Maria do Pará (PA),0.201858768348823,0.755276643793972,Pará,1506609,Parda
Santana do Araguaia (PA),0.210389471622175,0.646715224475985,Pará,1506708,Parda
Santarém (PA),0.203323375653473,0.726699029126214,Pará,1506807,Parda
Santarém Novo (PA),0.118873147695815,0.8301579547305,Pará,1506906,Parda
Santo Antônio do Tauá (PA),0.214328559646097,0.729849291444853,Pará,1507003,Parda
São Caetano de Odivelas (PA),0.18844354981943,0.786927949795749,Pará,1507102,Parda
São Domingos do Araguaia (PA),0.226718547341115,0.655642023346304,Pará,1507151,Parda
São Domingos do Capim (PA),0.120451651812638,0.8161227635194,Pará,1507201,Parda
São Félix do Xingu (PA),0.250120429165754,0.600536457192906,Pará,1507300,Parda
São Francisco do Pará (PA),0.171580345285525,0.781739707835325,Pará,1507409,Parda
São Geraldo do Araguaia (PA),0.221557822331653,0.656466174229101,Pará,1507458,Parda
São João da Ponta (PA),0.0858499525166192,0.901044634377968,Pará,1507466,Parda
São João de Pirabas (PA),0.184724173003342,0.757349736039134,Pará,1507474,Parda
São João do Araguaia (PA),0.171645762067655,0.715925503610794,Pará,1507508,Parda
São Miguel do Guamá (PA),0.116120774914189,0.823142707545523,Pará,1507607,Parda
São Sebastião da Boa Vista (PA),0.181365700314356,0.798550471533357,Pará,1507706,Parda
Sapucaia (PA),0.264117297404399,0.671884287695661,Pará,1507755,Parda
Senador José Porfírio (PA),0.13683403602913,0.743579915676504,Pará,1507805,Parda
Soure (PA),0.151428198773966,0.707012738576584,Pará,1507904,Parda
Tailândia (PA),0.230853626240589,0.655081528935521,Pará,1507953,Parda
Terra Alta (PA),0.209315922822062,0.758624049892808,Pará,1507961,Parda
Terra Santa (PA),0.201191810726297,0.760398843589592,Pará,1507979,Parda
Tomé-Açu (PA),0.194221310025125,0.708747655614141,Pará,1508001,Parda
Tracuateua (PA),0.101620834092151,0.875614642141686,Pará,1508035,Parda
Trairão (PA),0.237451851851852,0.623407407407407,Pará,1508050,Parda
Tucumã (PA),0.333323438613156,0.57222156257421,Pará,1508084,Parda
Tucuruí (PA),0.249927930154024,0.649987645169261,Pará,1508100,Parda
Ulianópolis (PA),0.224544888212086,0.662744283703652,Pará,1508126,Parda
Uruará (PA),0.265600928799482,0.649065618790328,Pará,1508159,Parda
Vigia (PA),0.232182755956483,0.72344379711416,Pará,1508209,Parda
Viseu (PA),0.157874321179209,0.775495451019113,Pará,1508308,Parda
Vitória do Xingu (PA),0.224555133646043,0.664060754969846,Pará,1508357,Parda
Xinguara (PA),0.269243092697114,0.634338106622631,Pará,1508407,Parda
Serra do Navio (AP),0.249771689497717,0.701141552511416,Amapá,1600055,Parda
Amapá (AP),0.193208576031726,0.762671954393357,Amapá,1600105,Parda
Pedra Branca do Amapari (AP),0.16700705532863,0.67694021537319,Amapá,1600154,Parda
Calçoene (AP),0.181666666666667,0.654888888888889,Amapá,1600204,Parda
Cutias (AP),0.194207836456559,0.747657580919932,Amapá,1600212,Parda
Ferreira Gomes (AP),0.165172413793103,0.695,Amapá,1600238,Parda
Itaubal (AP),0.149824150058617,0.770691676436108,Amapá,1600253,Parda
Laranjal do Jari (AP),0.196484903109509,0.71779079665515,Amapá,1600279,Parda
Macapá (AP),0.263917489527981,0.627115749716226,Amapá,1600303,Parda
Mazagão (AP),0.177841709722875,0.673614372945045,Amapá,1600402,Parda
Oiapoque (AP),0.175776488370959,0.485689209615291,Amapá,1600501,Parda
Porto Grande (AP),0.214765899220656,0.701588434767089,Amapá,1600535,Parda
Pracuúba (AP),0.143158449775903,0.735565515423148,Amapá,1600550,Parda
Santana (AP),0.230412198060477,0.703343801228496,Amapá,1600600,Parda
Tartarugalzinho (AP),0.185942848045849,0.725702459603598,Amapá,1600709,Parda
Vitória do Jari (AP),0.200756356614097,0.704457676214998,Amapá,1600808,Parda
Abreulândia (TO),0.286072772898369,0.622333751568381,Tocantins,1700251,Parda
Aguiarnópolis (TO),0.204765594730725,0.702828361100349,Tocantins,1700301,Parda
Aliança do Tocantins (TO),0.254981484746958,0.611708693352143,Tocantins,1700350,Parda
Almas (TO),0.133535460058002,0.704455576061165,Tocantins,1700400,Parda
Alvorada (TO),0.282660616192978,0.639718175304514,Tocantins,1700707,Parda
Ananás (TO),0.245514445007603,0.614191586416624,Tocantins,1701002,Parda
Angico (TO),0.228346456692913,0.649763779527559,Tocantins,1701051,Parda
Aparecida do Rio Negro (TO),0.194160930453359,0.700925706147638,Tocantins,1701101,Parda
Aragominas (TO),0.215572934376063,0.608296497789867,Tocantins,1701309,Parda
Araguacema (TO),0.182365046699383,0.713629887604876,Tocantins,1701903,Parda
Araguaçu (TO),0.353630776234919,0.559185067152288,Tocantins,1702000,Parda
Araguaína (TO),0.285797825682465,0.616211690279365,Tocantins,1702109,Parda
Araguanã (TO),0.209542743538767,0.633996023856859,Tocantins,1702158,Parda
Araguatins (TO),0.206454084075457,0.687031185163906,Tocantins,1702208,Parda
Arapoema (TO),0.236131711658262,0.698605754968852,Tocantins,1702307,Parda
Arraias (TO),0.105213715359324,0.639173320807891,Tocantins,1702406,Parda
Augustinópolis (TO),0.218244514106583,0.705830721003135,Tocantins,1702554,Parda
Aurora do Tocantins (TO),0.165118978525827,0.731282646546721,Tocantins,1702703,Parda
Axixá do Tocantins (TO),0.211536388140162,0.685714285714286,Tocantins,1702901,Parda
Babaçulândia (TO),0.2168073676132,0.701745970836531,Tocantins,1703008,Parda
Bandeirantes do Tocantins (TO),0.298206278026906,0.576233183856502,Tocantins,1703057,Parda
Barra do Ouro (TO),0.202522435120058,0.729808391947611,Tocantins,1703073,Parda
Barrolândia (TO),0.300056085249579,0.660497289212937,Tocantins,1703107,Parda
Bernardo Sayão (TO),0.265933572710952,0.65237881508079,Tocantins,1703206,Parda
Bom Jesus do Tocantins (TO),0.209129511677282,0.712048832271762,Tocantins,1703305,Parda
Brasilândia do Tocantins (TO),0.186531007751938,0.75,Tocantins,1703602,Parda
Brejinho de Nazaré (TO),0.128640308582449,0.650916104146577,Tocantins,1703701,Parda
Buriti do Tocantins (TO),0.206081081081081,0.647522522522523,Tocantins,1703800,Parda
Cachoeirinha (TO),0.185754189944134,0.735102420856611,Tocantins,1703826,Parda
Campos Lindos (TO),0.145349551541958,0.767293279272638,Tocantins,1703842,Parda
Cariri do Tocantins (TO),0.273961661341853,0.666666666666667,Tocantins,1703867,Parda
Carmolândia (TO),0.211139896373057,0.6286701208981,Tocantins,1703883,Parda
Carrasco Bonito (TO),0.189262472885033,0.67353579175705,Tocantins,1703891,Parda
Caseara (TO),0.154531623560096,0.781786568137362,Tocantins,1703909,Parda
Centenário (TO),0.180046765393609,0.782930631332814,Tocantins,1704105,Parda
Chapada de Areia (TO),0.292134831460674,0.523595505617978,Tocantins,1704600,Parda
Chapada da Natividade (TO),0.143118706133659,0.693011901129082,Tocantins,1705102,Parda
Colinas do Tocantins (TO),0.295771450807445,0.610415720863869,Tocantins,1705508,Parda
Combinado (TO),0.273934461340758,0.663953737417006,Tocantins,1705557,Parda
Conceição do Tocantins (TO),0.121472979435677,0.602821616451459,Tocantins,1705607,Parda
