Município,Branca,Parda,Nome_UF,id,Vencedor
Santa Maria do Salto (MG),0.278198334595004,0.679598788796366,Minas Gerais,3158102,Parda
Santa Maria do Suaçuí (MG),0.220493226814866,0.701840916985064,Minas Gerais,3158201,Parda
Santana da Vargem (MG),0.508505047711243,0.402987138708339,Minas Gerais,3158300,Branca
Santana de Cataguases (MG),0.624792932081723,0.268360022087245,Minas Gerais,3158409,Branca
Santana de Pirapama (MG),0.25945810962667,0.667873642152578,Minas Gerais,3158508,Parda
Santana do Deserto (MG),0.432124352331606,0.325388601036269,Minas Gerais,3158607,Branca
Santana do Garambéu (MG),0.448522829006267,0.474485228290063,Minas Gerais,3158706,Parda
Santana do Jacaré (MG),0.543086607336662,0.352507054482309,Minas Gerais,3158805,Branca
Santana do Manhuaçu (MG),0.34479142391051,0.571195525518527,Minas Gerais,3158904,Parda
Santana do Paraíso (MG),0.324298551256189,0.52396845772969,Minas Gerais,3158953,Parda
Santana do Riacho (MG),0.291076311210539,0.604275416355953,Minas Gerais,3159001,Parda
Santana dos Montes (MG),0.452119309262166,0.413919413919414,Minas Gerais,3159100,Branca
Santa Rita de Caldas (MG),0.849230087515232,0.103024260551678,Minas Gerais,3159209,Branca
Santa Rita de Jacutinga (MG),0.692169036651312,0.225515722010815,Minas Gerais,3159308,Branca
Santa Rita de Minas (MG),0.369482205590347,0.527569879334046,Minas Gerais,3159357,Parda
Santa Rita de Ibitipoca (MG),0.526653642199274,0.391571308958973,Minas Gerais,3159407,Branca
Santa Rita do Itueto (MG),0.426715815341408,0.513252589081973,Minas Gerais,3159506,Parda
Santa Rita do Sapucaí (MG),0.717619325104625,0.213169465487101,Minas Gerais,3159605,Branca
Santa Rosa da Serra (MG),0.494727047146402,0.436724565756824,Minas Gerais,3159704,Branca
Santa Vitória (MG),0.465597088984453,0.456334766787959,Minas Gerais,3159803,Branca
Santo Antônio do Amparo (MG),0.394580570769674,0.483078697030845,Minas Gerais,3159902,Parda
Santo Antônio do Aventureiro (MG),0.620407009609949,0.23063877897117,Minas Gerais,3160009,Branca
Santo Antônio do Grama (MG),0.321909424724602,0.571358629130967,Minas Gerais,3160108,Parda
Santo Antônio do Itambé (MG),0.0863361547762999,0.697218863361548,Minas Gerais,3160207,Parda
Santo Antônio do Jacinto (MG),0.239490445859873,0.708450106157113,Minas Gerais,3160306,Parda
Santo Antônio do Monte (MG),0.683695861405197,0.256785370548604,Minas Gerais,3160405,Branca
Santo Antônio do Retiro (MG),0.323364485981308,0.610352264557872,Minas Gerais,3160454,Parda
Santo Antônio do Rio Abaixo (MG),0.302194710185706,0.576252110298255,Minas Gerais,3160504,Parda
Santo Hipólito (MG),0.155651636812847,0.708153180975911,Minas Gerais,3160603,Parda
Santos Dumont (MG),0.530075187969925,0.319656900872872,Minas Gerais,3160702,Branca
São Bento Abade (MG),0.344111863666157,0.537688442211055,Minas Gerais,3160801,Parda
São Brás do Suaçuí (MG),0.38599487617421,0.512097922003985,Minas Gerais,3160900,Parda
São Domingos das Dores (MG),0.374630177514793,0.582655325443787,Minas Gerais,3160959,Parda
São Domingos do Prata (MG),0.328397764590655,0.513568012905456,Minas Gerais,3161007,Parda
São Félix de Minas (MG),0.288586635127144,0.627143701951508,Minas Gerais,3161056,Parda
São Francisco (MG),0.183919149884818,0.70307275024151,Minas Gerais,3161106,Parda
São Francisco de Paula (MG),0.551750732685485,0.372975474317446,Minas Gerais,3161205,Branca
São Francisco de Sales (MG),0.604743767313019,0.249653739612188,Minas Gerais,3161304,Branca
São Francisco do Glória (MG),0.490536886828892,0.390498261877173,Minas Gerais,3161403,Branca
São Geraldo (MG),0.539315989476761,0.370164669200039,Minas Gerais,3161502,Branca
São Geraldo da Piedade (MG),0.166552745500114,0.677147413989519,Minas Gerais,3161601,Parda
São Geraldo do Baixio (MG),0.355421686746988,0.543889845094664,Minas Gerais,3161650,Parda
São Gonçalo do Abaeté (MG),0.424808429118774,0.489463601532567,Minas Gerais,3161700,Parda
São Gonçalo do Pará (MG),0.553664166185805,0.370071167532218,Minas Gerais,3161809,Branca
São Gonçalo do Rio Abaixo (MG),0.224199652245065,0.623299580648461,Minas Gerais,3161908,Parda
São Gonçalo do Sapucaí (MG),0.6075880532084,0.337404835606124,Minas Gerais,3162005,Branca
São Gotardo (MG),0.532574876646029,0.376190326534461,Minas Gerais,3162104,Branca
São João Batista do Glória (MG),0.764338608973428,0.193262668796283,Minas Gerais,3162203,Branca
São João da Lagoa (MG),0.221219931271478,0.700386597938144,Minas Gerais,3162252,Parda
São João da Mata (MG),0.893445624313438,0.0761625778103259,Minas Gerais,3162302,Branca
São João da Ponte (MG),0.252661881851881,0.677932013565739,Minas Gerais,3162401,Parda
São João das Missões (MG),0.0678617157490397,0.216474605207,Minas Gerais,3162450,Parda
São João del Rei (MG),0.572056020551918,0.334998638553789,Minas Gerais,3162500,Branca
São João do Manhuaçu (MG),0.366715470961445,0.571205466081015,Minas Gerais,3162559,Parda
São João do Manteninha (MG),0.317270624518119,0.573824209714726,Minas Gerais,3162575,Parda
São João do Oriente (MG),0.382143764287529,0.577851155702311,Minas Gerais,3162609,Parda
São João do Pacuí (MG),0.185467980295566,0.718965517241379,Minas Gerais,3162658,Parda
São João do Paraíso (MG),0.33455799991039,0.639724001971414,Minas Gerais,3162708,Parda
São João Evangelista (MG),0.229987783707323,0.683212242011188,Minas Gerais,3162807,Parda
São João Nepomuceno (MG),0.557289380213114,0.284870495270783,Minas Gerais,3162906,Branca
São Joaquim de Bicas (MG),0.308086939494811,0.568435480712747,Minas Gerais,3162922,Parda
São José da Barra (MG),0.718943641192092,0.214960165240484,Minas Gerais,3162948,Branca
São José da Lapa (MG),0.305318450426789,0.571392494570433,Minas Gerais,3162955,Parda
São José da Safira (MG),0.216441717791411,0.668466257668712,Minas Gerais,3163003,Parda
São José da Varginha (MG),0.480705097665555,0.443782753692234,Minas Gerais,3163102,Branca
São José do Alegre (MG),0.701201201201201,0.264264264264264,Minas Gerais,3163201,Branca
São José do Divino (MG),0.273604590505999,0.637976004173187,Minas Gerais,3163300,Parda
São José do Goiabal (MG),0.260823278921221,0.550212916962385,Minas Gerais,3163409,Parda
São José do Jacuri (MG),0.239127117350832,0.690523424385778,Minas Gerais,3163508,Parda
São José do Mantimento (MG),0.567901234567901,0.343364197530864,Minas Gerais,3163607,Branca
São Lourenço (MG),0.710084739659601,0.228557025229853,Minas Gerais,3163706,Branca
São Miguel do Anta (MG),0.392011834319527,0.518639053254438,Minas Gerais,3163805,Parda
São Pedro da União (MG),0.89047619047619,0.0845238095238095,Minas Gerais,3163904,Branca
São Pedro dos Ferros (MG),0.294877932024892,0.548468166586884,Minas Gerais,3164001,Parda
São Pedro do Suaçuí (MG),0.229084380610413,0.681867145421903,Minas Gerais,3164100,Parda
São Romão (MG),0.159984429739198,0.658524717789023,Minas Gerais,3164209,Parda
São Roque de Minas (MG),0.758600059826503,0.164822016153156,Minas Gerais,3164308,Branca
São Sebastião da Bela Vista (MG),0.623282134195635,0.336499595796281,Minas Gerais,3164407,Branca
São Sebastião da Vargem Alegre (MG),0.709435310936383,0.254110078627591,Minas Gerais,3164431,Branca
São Sebastião do Anta (MG),0.349538247081373,0.601847011674508,Minas Gerais,3164472,Parda
São Sebastião do Maranhão (MG),0.189912651451113,0.789799943646097,Minas Gerais,3164506,Parda
São Sebastião do Oeste (MG),0.649612403100775,0.314039621016365,Minas Gerais,3164605,Branca
São Sebastião do Paraíso (MG),0.661111111111111,0.28394890735611,Minas Gerais,3164704,Branca
São Sebastião do Rio Preto (MG),0.37879727216367,0.528828270303782,Minas Gerais,3164803,Parda
São Sebastião do Rio Verde (MG),0.728909952606635,0.25260663507109,Minas Gerais,3164902,Branca
São Tiago (MG),0.625508948016286,0.278288040905217,Minas Gerais,3165008,Branca
São Tomás de Aquino (MG),0.566333004370506,0.364584801917383,Minas Gerais,3165107,Branca
São Tomé das Letras (MG),0.59053343350864,0.307738542449286,Minas Gerais,3165206,Branca
São Vicente de Minas (MG),0.446489726027397,0.369149543378995,Minas Gerais,3165305,Branca
Sapucaí-Mirim (MG),0.796346739304599,0.174170805960583,Minas Gerais,3165404,Branca
Sardoá (MG),0.28923846978906,0.627457990704326,Minas Gerais,3165503,Parda
Sarzedo (MG),0.327535445882079,0.539823351669637,Minas Gerais,3165537,Parda
Setubinha (MG),0.124850711988976,0.719797887000459,Minas Gerais,3165552,Parda
Sem-Peixe (MG),0.287319985950123,0.613277133825079,Minas Gerais,3165560,Parda
Senador Amaral (MG),0.854378233378042,0.111707223606055,Minas Gerais,3165578,Branca
Senador Cortes (MG),0.44215291750503,0.268611670020121,Minas Gerais,3165602,Branca
Senador Firmino (MG),0.606915629322268,0.317150760719225,Minas Gerais,3165701,Branca
Senador José Bento (MG),0.821734475374732,0.137580299785867,Minas Gerais,3165800,Branca
Senador Modestino Gonçalves (MG),0.249671772428884,0.627352297592998,Minas Gerais,3165909,Parda
Senhora de Oliveira (MG),0.519092028857998,0.407179306704206,Minas Gerais,3166006,Branca
Senhora do Porto (MG),0.24764083500143,0.631970260223048,Minas Gerais,3166105,Parda
Senhora dos Remédios (MG),0.616418203216948,0.326304433111024,Minas Gerais,3166204,Branca
Sericita (MG),0.407968574635241,0.529882154882155,Minas Gerais,3166303,Parda
Seritinga (MG),0.688652878703186,0.257126886528787,Minas Gerais,3166402,Branca
Serra Azul de Minas (MG),0.113981042654028,0.794549763033175,Minas Gerais,3166501,Parda
Serra da Saudade (MG),0.457668711656442,0.503067484662577,Minas Gerais,3166600,Parda
Serra dos Aimorés (MG),0.270209224916786,0.627436994769377,Minas Gerais,3166709,Parda
Serra do Salitre (MG),0.510948905109489,0.374348279457768,Minas Gerais,3166808,Branca
Serrania (MG),0.600769026783347,0.285998408910103,Minas Gerais,3166907,Branca
Serranópolis de Minas (MG),0.304632768361582,0.563841807909604,Minas Gerais,3166956,Parda
Serranos (MG),0.627568922305764,0.317293233082707,Minas Gerais,3167004,Branca
Serro (MG),0.13832493400528,0.757955363570914,Minas Gerais,3167103,Parda
Sete Lagoas (MG),0.330252952356048,0.565456150099696,Minas Gerais,3167202,Parda
Silveirânia (MG),0.657390510948905,0.24543795620438,Minas Gerais,3167301,Branca
Silvianópolis (MG),0.80355068856811,0.150323544051767,Minas Gerais,3167400,Branca
Simão Pereira (MG),0.353961371698857,0.360662199448167,Minas Gerais,3167509,Parda
Simonésia (MG),0.411028527707946,0.509946442234124,Minas Gerais,3167608,Parda
Sobrália (MG),0.387478559176672,0.512006861063465,Minas Gerais,3167707,Parda
Soledade de Minas (MG),0.737138830162086,0.208245243128964,Minas Gerais,3167806,Branca
Tabuleiro (MG),0.623437116940427,0.273841627849963,Minas Gerais,3167905,Branca
Taiobeiras (MG),0.347025908076463,0.60436006080797,Minas Gerais,3168002,Parda
Taparuba (MG),0.433216448836468,0.509722664966529,Minas Gerais,3168051,Parda
Tapira (MG),0.601410505836576,0.360165369649805,Minas Gerais,3168101,Branca
Tapiraí (MG),0.584623598505072,0.389749065670048,Minas Gerais,3168200,Branca
Taquaraçu de Minas (MG),0.266473379019504,0.608065366367949,Minas Gerais,3168309,Parda
Tarumirim (MG),0.363534597355349,0.582732806268803,Minas Gerais,3168408,Parda
Teixeiras (MG),0.497930427124615,0.355350066050198,Minas Gerais,3168507,Branca
Teófilo Otoni (MG),0.265733539155732,0.61058748441489,Minas Gerais,3168606,Parda
Timóteo (MG),0.396698792511355,0.455706953214431,Minas Gerais,3168705,Parda
Tiradentes (MG),0.583249533113059,0.338457118230139,Minas Gerais,3168804,Branca
Tiros (MG),0.714885606718795,0.236461048363742,Minas Gerais,3168903,Branca
Tocantins (MG),0.472034380332427,0.409340832964672,Minas Gerais,3169000,Branca
Tocos do Moji (MG),0.904303797468354,0.0794936708860759,Minas Gerais,3169059,Branca
Toledo (MG),0.865718251214434,0.120229007633588,Minas Gerais,3169109,Branca
Tombos (MG),0.504141763657335,0.32620320855615,Minas Gerais,3169208,Branca
Três Corações (MG),0.478471792757507,0.385542499828214,Minas Gerais,3169307,Branca
Três Marias (MG),0.276855710149022,0.66159333286249,Minas Gerais,3169356,Parda
Três Pontas (MG),0.496732268845154,0.393984404010397,Minas Gerais,3169406,Branca
Tumiritinga (MG),0.247099952327983,0.615922453519784,Minas Gerais,3169505,Parda
Tupaciguara (MG),0.532660823548867,0.397593848189185,Minas Gerais,3169604,Branca
Turmalina (MG),0.353198559955691,0.611409581833287,Minas Gerais,3169703,Parda
Turvolândia (MG),0.683125805066552,0.27973379132675,Minas Gerais,3169802,Branca
Ubá (MG),0.528442951565717,0.356071277297846,Minas Gerais,3169901,Branca
Ubaí (MG),0.214964472219844,0.622977484804383,Minas Gerais,3170008,Parda
Ubaporanga (MG),0.358887043189369,0.575664451827243,Minas Gerais,3170057,Parda
Uberaba (MG),0.618775085476438,0.279595794424098,Minas Gerais,3170107,Branca
Uberlândia (MG),0.558035034272658,0.345946885658465,Minas Gerais,3170206,Branca
Umburatiba (MG),0.275046210720887,0.594824399260628,Minas Gerais,3170305,Parda
Unaí (MG),0.391877779926513,0.52475987881132,Minas Gerais,3170404,Parda
União de Minas (MG),0.464689904934359,0.44726120416478,Minas Gerais,3170438,Branca
Uruana de Minas (MG),0.268006182380216,0.67789799072643,Minas Gerais,3170479,Parda
Urucânia (MG),0.228160528617238,0.576814692449713,Minas Gerais,3170503,Parda
Urucuia (MG),0.157233166715672,0.765216112907968,Minas Gerais,3170529,Parda
Vargem Alegre (MG),0.349481504411082,0.549295774647887,Minas Gerais,3170578,Parda
Vargem Bonita (MG),0.606564956079519,0.380490060101711,Minas Gerais,3170602,Branca
Vargem Grande do Rio Pardo (MG),0.380942319881682,0.589266849778153,Minas Gerais,3170651,Parda
Varginha (MG),0.584793753706908,0.317457609216695,Minas Gerais,3170701,Branca
Varjão de Minas (MG),0.438553022794846,0.49603567888999,Minas Gerais,3170750,Parda
Várzea da Palma (MG),0.235806640788629,0.639922924404479,Minas Gerais,3170800,Parda
Varzelândia (MG),0.265222849968613,0.643544674618121,Minas Gerais,3170909,Parda
Vazante (MG),0.402119353039598,0.514475485473812,Minas Gerais,3171006,Parda
Verdelândia (MG),0.176731368320153,0.550802779774742,Minas Gerais,3171030,Parda
Veredinha (MG),0.272121102901424,0.677779780140566,Minas Gerais,3171071,Parda
Veríssimo (MG),0.643697961527419,0.252368647717485,Minas Gerais,3171105,Branca
Vermelho Novo (MG),0.348901684794199,0.612070804009384,Minas Gerais,3171154,Parda
Vespasiano (MG),0.281927157576511,0.559271767103236,Minas Gerais,3171204,Parda
Viçosa (MG),0.465431534637699,0.377850704108337,Minas Gerais,3171303,Branca
Vieiras (MG),0.560171535781292,0.372822299651568,Minas Gerais,3171402,Branca
Mathias Lobato (MG),0.143026706231454,0.693471810089021,Minas Gerais,3171501,Parda
Virgem da Lapa (MG),0.161465599530068,0.707761215948308,Minas Gerais,3171600,Parda
Virgínia (MG),0.846457149483938,0.126754029919981,Minas Gerais,3171709,Branca
Virginópolis (MG),0.323023079833523,0.605088914112751,Minas Gerais,3171808,Parda
Virgolândia (MG),0.269706610109579,0.667903852951573,Minas Gerais,3171907,Parda
Visconde do Rio Branco (MG),0.465710821780613,0.408307416583206,Minas Gerais,3172004,Branca
Volta Grande (MG),0.358777120315582,0.325443786982248,Minas Gerais,3172103,Branca
Wenceslau Braz (MG),0.762632197414806,0.211515863689777,Minas Gerais,3172202,Branca
Afonso Cláudio (ES),0.543147534656331,0.394873114406098,Espírito Santo,3200102,Branca
Águia Branca (ES),0.374198970480092,0.5760058829709,Espírito Santo,3200136,Parda
Água Doce do Norte (ES),0.301248831874947,0.640557301843514,Espírito Santo,3200169,Parda
Alegre (ES),0.511602964118565,0.378802652106084,Espírito Santo,3200201,Branca
Alfredo Chaves (ES),0.674811895378001,0.286134002149767,Espírito Santo,3200300,Branca
Alto Rio Novo (ES),0.344813448134481,0.594369277026104,Espírito Santo,3200359,Parda
Anchieta (ES),0.422977156723287,0.49769893732742,Espírito Santo,3200409,Parda
Apiacá (ES),0.490415335463259,0.338258785942492,Espírito Santo,3200508,Branca
Aracruz (ES),0.35132955323101,0.544224753152801,Espírito Santo,3200607,Parda
Atílio Vivácqua (ES),0.442131979695431,0.438172588832487,Espírito Santo,3200706,Branca
Baixo Guandu (ES),0.406747601196822,0.520961584757712,Espírito Santo,3200805,Parda
Barra de São Francisco (ES),0.322394154837757,0.616694137617162,Espírito Santo,3200904,Parda
Boa Esperança (ES),0.318473131910698,0.610465525741249,Espírito Santo,3201001,Parda
Bom Jesus do Norte (ES),0.498944702406078,0.345082313212326,Espírito Santo,3201100,Branca
Brejetuba (ES),0.442635333613093,0.495342005874948,Espírito Santo,3201159,Parda
Cachoeiro de Itapemirim (ES),0.477652027827662,0.411737754301333,Espírito Santo,3201209,Branca
Cariacica (ES),0.325786120239263,0.570281988197443,Espírito Santo,3201308,Parda
Castelo (ES),0.630356577546263,0.29832791320114,Espírito Santo,3201407,Branca
Colatina (ES),0.467357855941604,0.475301463484453,Espírito Santo,3201506,Parda
Conceição da Barra (ES),0.234595240605997,0.593693978698724,Espírito Santo,3201605,Parda
Conceição do Castelo (ES),0.529064292440716,0.376166424107525,Espírito Santo,3201704,Branca
Divino de São Lourenço (ES),0.635296722763508,0.268600531443756,Espírito Santo,3201803,Branca
Domingos Martins (ES),0.717555813734418,0.248908845417151,Espírito Santo,3201902,Branca
Dores do Rio Preto (ES),0.673753321869626,0.227137720806628,Espírito Santo,3202009,Branca
Ecoporanga (ES),0.226693089781148,0.691108047561606,Espírito Santo,3202108,Parda
Fundão (ES),0.381086637298091,0.529574155653451,Espírito Santo,3202207,Parda
Governador Lindenberg (ES),0.49884994019689,0.455791701168461,Espírito Santo,3202256,Branca
Guaçuí (ES),0.549208286955585,0.342896125812359,Espírito Santo,3202306,Branca
Guarapari (ES),0.414907964971601,0.494548183044279,Espírito Santo,3202405,Parda
Ibatiba (ES),0.551104354824287,0.410310292408119,Espírito Santo,3202454,Branca
Ibiraçu (ES),0.424584004294149,0.501968151726606,Espírito Santo,3202504,Parda
Ibitirama (ES),0.59517695657028,0.327565032935135,Espírito Santo,3202553,Branca
Iconha (ES),0.688253613351433,0.288429290106205,Espírito Santo,3202603,Branca
Irupi (ES),0.580738718757997,0.36159686087179,Espírito Santo,3202652,Branca
Itaguaçu (ES),0.53381915947361,0.405263902646102,Espírito Santo,3202702,Branca
Itapemirim (ES),0.488543952497741,0.445753194785078,Espírito Santo,3202801,Branca
Itarana (ES),0.635143828692216,0.324051098244647,Espírito Santo,3202900,Branca
Iúna (ES),0.525578161592506,0.394686768149883,Espírito Santo,3203007,Branca
Jaguaré (ES),0.342855985087933,0.519328956965718,Espírito Santo,3203056,Parda
Jerônimo Monteiro (ES),0.519165364463646,0.37071422005699,Espírito Santo,3203106,Branca
João Neiva (ES),0.479473717502688,0.455753052058954,Espírito Santo,3203130,Branca
Laranja da Terra (ES),0.724182523554406,0.23027895806392,Espírito Santo,3203163,Branca
Linhares (ES),0.358484423874429,0.545942847437476,Espírito Santo,3203205,Parda
Mantenópolis (ES),0.297384660593594,0.640170437848957,Espírito Santo,3203304,Parda
Marataízes (ES),0.596455770357352,0.357264206209725,Espírito Santo,3203320,Branca
Marechal Floriano (ES),0.589748983312298,0.33172065628944,Espírito Santo,3203346,Branca
Marilândia (ES),0.602773026019627,0.357702349869452,Espírito Santo,3203353,Branca
Mimoso do Sul (ES),0.453671531155895,0.426994054513165,Espírito Santo,3203403,Branca
Montanha (ES),0.293405793041627,0.634433301585523,Espírito Santo,3203502,Parda
Mucurici (ES),0.237312113174182,0.694076038903625,Espírito Santo,3203601,Parda
Muniz Freire (ES),0.53226069467848,0.40637060390281,Espírito Santo,3203700,Branca
Muqui (ES),0.46158655181995,0.421575437621561,Espírito Santo,3203809,Branca
Nova Venécia (ES),0.42623449414525,0.5138276378962,Espírito Santo,3203908,Parda
Pancas (ES),0.408947466122146,0.52209021718953,Espírito Santo,3204005,Parda
Pedro Canário (ES),0.242108360304317,0.628641082762389,Espírito Santo,3204054,Parda
Pinheiros (ES),0.256371625863151,0.64892236869638,Espírito Santo,3204104,Parda
Piúma (ES),0.525078629365999,0.417094300060696,Espírito Santo,3204203,Branca
Ponto Belo (ES),0.22796962315518,0.710703539188996,Espírito Santo,3204252,Parda
Presidente Kennedy (ES),0.365910413030832,0.525984099282529,Espírito Santo,3204302,Parda
Rio Bananal (ES),0.529948659440958,0.420536223616657,Espírito Santo,3204351,Branca
Rio Novo do Sul (ES),0.561059602649007,0.410949227373068,Espírito Santo,3204401,Branca
Santa Leopoldina (ES),0.610947712418301,0.351797385620915,Espírito Santo,3204500,Branca
Santa Maria de Jetibá (ES),0.818147237827715,0.156484082397004,Espírito Santo,3204559,Branca
Santa Teresa (ES),0.654080557210283,0.30513678229391,Espírito Santo,3204609,Branca
São Domingos do Norte (ES),0.483189601299838,0.45031871016123,Espírito Santo,3204658,Branca
São Gabriel da Palha (ES),0.49584104962491,0.466775479456355,Espírito Santo,3204708,Branca
São José do Calçado (ES),0.489431206764028,0.356840891621829,Espírito Santo,3204807,Branca
São Mateus (ES),0.283661077888249,0.570477308581282,Espírito Santo,3204906,Parda
São Roque do Canaã (ES),0.656435731393595,0.293799343564269,Espírito Santo,3204955,Branca
Serra (ES),0.313395527493794,0.569997752018297,Espírito Santo,3205002,Parda
Sooretama (ES),0.286499182149897,0.606593130059137,Espírito Santo,3205010,Parda
Vargem Alta (ES),0.540041819132253,0.370360690015682,Espírito Santo,3205036,Branca
Venda Nova do Imigrante (ES),0.619015014427544,0.324888736733995,Espírito Santo,3205069,Branca
Viana (ES),0.310410609067553,0.59760619067399,Espírito Santo,3205101,Parda
Vila Pavão (ES),0.54255073800738,0.425276752767528,Espírito Santo,3205150,Branca
Vila Valério (ES),0.499783080260304,0.455386840202458,Espírito Santo,3205176,Branca
Vila Velha (ES),0.437194874862513,0.474646874939699,Espírito Santo,3205200,Parda
Vitória (ES),0.473238173392841,0.424275241840274,Espírito Santo,3205309,Branca
Angra dos Reis (RJ),0.512487830781485,0.393621854441396,Rio de Janeiro,3300100,Branca
Aperibé (RJ),0.706844218153334,0.231273866640556,Rio de Janeiro,3300159,Branca
Araruama (RJ),0.438297948324197,0.418290091602236,Rio de Janeiro,3300209,Branca
Areal (RJ),0.509673465814585,0.351746476407249,Rio de Janeiro,3300225,Branca
Armação dos Búzios (RJ),0.508091436865022,0.379063860667634,Rio de Janeiro,3300233,Branca
Arraial do Cabo (RJ),0.556738228396175,0.356810391484756,Rio de Janeiro,3300258,Branca
Barra do Piraí (RJ),0.428854797526852,0.379507902677837,Rio de Janeiro,3300308,Branca
Barra Mansa (RJ),0.512684674348895,0.356644339840169,Rio de Janeiro,3300407,Branca
Belford Roxo (RJ),0.3235469601016,0.511905167784663,Rio de Janeiro,3300456,Parda
Bom Jardim (RJ),0.684746565608716,0.188615190273172,Rio de Janeiro,3300506,Branca
Bom Jesus do Itabapoana (RJ),0.537205952952472,0.334105221541329,Rio de Janeiro,3300605,Branca
Cabo Frio (RJ),0.478708208482349,0.391881732555767,Rio de Janeiro,3300704,Branca
Cachoeiras de Macacu (RJ),0.425183793046266,0.463932342048532,Rio de Janeiro,3300803,Parda
Cambuci (RJ),0.585823160450529,0.299049032171039,Rio de Janeiro,3300902,Branca
Carapebus (RJ),0.366120218579235,0.52444045212965,Rio de Janeiro,3300936,Parda
Comendador Levy Gasparian (RJ),0.36039119804401,0.426894865525672,Rio de Janeiro,3300951,Parda
Campos dos Goytacazes (RJ),0.485449749713697,0.366159911488583,Rio de Janeiro,3301009,Branca
Cantagalo (RJ),0.488754412506304,0.30590015128593,Rio de Janeiro,3301108,Branca
Cardoso Moreira (RJ),0.568492063492063,0.303253968253968,Rio de Janeiro,3301157,Branca
Carmo (RJ),0.502581163244235,0.304519903636572,Rio de Janeiro,3301207,Branca
Casimiro de Abreu (RJ),0.472430475004951,0.407304721758565,Rio de Janeiro,3301306,Branca
Conceição de Macabu (RJ),0.396822403469898,0.43614162462873,Rio de Janeiro,3301405,Parda
Cordeiro (RJ),0.573813020068527,0.22848751835536,Rio de Janeiro,3301504,Branca
Duas Barras (RJ),0.554254345837146,0.274382433668801,Rio de Janeiro,3301603,Branca
Duque de Caxias (RJ),0.352540442174007,0.491258970256641,Rio de Janeiro,3301702,Parda
Engenheiro Paulo de Frontin (RJ),0.498526856538491,0.392082798217119,Rio de Janeiro,3301801,Branca
Guapimirim (RJ),0.386496513412194,0.459724569275295,Rio de Janeiro,3301850,Parda
Iguaba Grande (RJ),0.512060587488509,0.377577376001401,Rio de Janeiro,3301876,Branca
Itaboraí (RJ),0.361385820703827,0.51084363876555,Rio de Janeiro,3301900,Parda
Itaguaí (RJ),0.392319891462777,0.495091074096822,Rio de Janeiro,3302007,Parda
Italva (RJ),0.567304273625827,0.342530043376235,Rio de Janeiro,3302056,Branca
Itaocara (RJ),0.681558146643958,0.218699506528669,Rio de Janeiro,3302106,Branca
Itaperuna (RJ),0.484599010830777,0.368069033160124,Rio de Janeiro,3302205,Branca
Itatiaia (RJ),0.491001320269613,0.398443471614203,Rio de Janeiro,3302254,Branca
Japeri (RJ),0.287584300255519,0.529258995517949,Rio de Janeiro,3302270,Parda
Laje do Muriaé (RJ),0.367169760918926,0.425671163349806,Rio de Janeiro,3302304,Parda
Macaé (RJ),0.416792438226814,0.43801880768561,Rio de Janeiro,3302403,Parda
Macuco (RJ),0.471246915923325,0.250711710001898,Rio de Janeiro,3302452,Branca
Magé (RJ),0.355186112296477,0.4772402324589,Rio de Janeiro,3302502,Parda
Mangaratiba (RJ),0.443520956769805,0.464806890498135,Rio de Janeiro,3302601,Parda
Maricá (RJ),0.5398200233797,0.379300335004433,Rio de Janeiro,3302700,Branca
Mendes (RJ),0.480401449679398,0.371229439643156,Rio de Janeiro,3302809,Branca
Mesquita (RJ),0.368803045691309,0.477902701803776,Rio de Janeiro,3302858,Parda
Miguel Pereira (RJ),0.487703920136353,0.400048697345995,Rio de Janeiro,3302908,Branca
Miracema (RJ),0.408784413068584,0.374920835972134,Rio de Janeiro,3303005,Branca
Natividade (RJ),0.452791406975202,0.417583874817663,Rio de Janeiro,3303104,Branca
Nilópolis (RJ),0.416731777036684,0.437541686517389,Rio de Janeiro,3303203,Parda
Niterói (RJ),0.635366221363477,0.263301150896452,Rio de Janeiro,3303302,Branca
Nova Friburgo (RJ),0.720113575826143,0.18953652495318,Rio de Janeiro,3303401,Branca
Nova Iguaçu (RJ),0.362271681469276,0.486220511996142,Rio de Janeiro,3303500,Parda
Paracambi (RJ),0.429335370511841,0.426385705797471,Rio de Janeiro,3303609,Branca
Paraíba do Sul (RJ),0.470036997371239,0.374160257034369,Rio de Janeiro,3303708,Branca
Paraty (RJ),0.499507100418299,0.413769216422881,Rio de Janeiro,3303807,Branca
Paty do Alferes (RJ),0.445274858682044,0.428278766265792,Rio de Janeiro,3303856,Branca
Petrópolis (RJ),0.632190783226378,0.253277101349365,Rio de Janeiro,3303906,Branca
Pinheiral (RJ),0.475681147937849,0.363132180113561,Rio de Janeiro,3303955,Branca
Piraí (RJ),0.464315573458995,0.383864102758988,Rio de Janeiro,3304003,Branca
Porciúncula (RJ),0.428547297297297,0.417286036036036,Rio de Janeiro,3304102,Branca
Porto Real (RJ),0.413813886210222,0.422492767598843,Rio de Janeiro,3304110,Parda
Quatis (RJ),0.472602204330493,0.382943797389197,Rio de Janeiro,3304128,Branca
Queimados (RJ),0.333475884663893,0.484611704672301,Rio de Janeiro,3304144,Parda
Quissamã (RJ),0.338899318249185,0.541497875703982,Rio de Janeiro,3304151,Parda
Resende (RJ),0.517755901238279,0.356679441897748,Rio de Janeiro,3304201,Branca
